☑️,ID,Parent ID,Уровень,Путь в иерархии,Название категории,URL,Товаров,В наличии,SEO статус,AI статус,Обновлено,Админка
false,30546275,20933071,1,Каталог > Бинокли по брендам > Бинокли Praktica > Бинокли Praktica Falcon,  └─ Бинокли Praktica Falcon,/collection/binokli-praktica-falcon,10,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30546275
false,30546288,20933071,1,Каталог > Бинокли по брендам > Бинокли Praktica > Бинокли Praktica Pioneer R,  └─ Бинокли Praktica Pioneer R,/collection/binokli-praktica-pioneer-r,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30546288
false,18054211,26065675,2,Каталог > Бинокли по брендам > Бинокли Meade,    └─ Бинокли Meade,/collection/meade,14,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18054211
false,21703811,26065675,2,Каталог > Бинокли по брендам > Бинокли Vanguard,    └─ Бинокли Vanguard,/collection/binokli-vanguard-vangard,17,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21703811
false,18054199,26065675,2,Каталог > Бинокли по брендам > Бинокли Konus,    └─ Бинокли Konus,/collection/konus,45,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18054199
false,21695011,26065675,2,Каталог > Бинокли по брендам > Бинокли Gaut,    └─ Бинокли Gaut,/collection/binokli-gaut,23,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21695011
false,21695020,21695011,1,Каталог > Бинокли по брендам > Бинокли Gaut > Бинокли Gaut Atlas,  └─ Бинокли Gaut Atlas,/collection/binokli-gaut-atlas,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21695020
false,21695027,21695011,1,Каталог > Бинокли по брендам > Бинокли Gaut > Бинокли Gaut Avior,  └─ Бинокли Gaut Avior,/collection/binokl-gaut-avior,2,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21695027
false,21695035,21695011,1,Каталог > Бинокли по брендам > Бинокли Gaut > Бинокли Gaut Mizar,  └─ Бинокли Gaut Mizar,/collection/binokli-gaut-mizar,2,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21695035
false,21695041,21695011,1,Каталог > Бинокли по брендам > Бинокли Gaut > Бинокли Gaut Polaris,  └─ Бинокли Gaut Polaris,/collection/binokli-gaut-polaris,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21695041
false,21695052,21695011,1,Каталог > Бинокли по брендам > Бинокли Gaut > Бинокли Gaut Spica,  └─ Бинокли Gaut Spica,/collection/binokli-gaut-spica,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21695052
false,21695059,21695011,1,Каталог > Бинокли по брендам > Бинокли Gaut > Бинокли Gaut Vega,  └─ Бинокли Gaut Vega,/collection/binokli-gaut-vega,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21695059
false,9071585,26065675,2,Каталог > Бинокли по брендам > Бинокли КОМЗ,    └─ Бинокли КОМЗ,/collection/komz-bpc-bajgysh,53,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071585
false,13405425,26065675,2,Каталог > Бинокли по брендам > Бинокли Eschenbach,    └─ Бинокли Eschenbach,/collection/binokli-eschenbach,48,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/13405425
false,14312868,26065675,2,Каталог > Бинокли по брендам > Бинокли Sturman,    └─ Бинокли Sturman,/collection/binokli-sturman,76,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/14312868
false,21695131,26065675,2,Каталог > Бинокли по брендам > Бинокли Canon,    └─ Бинокли Canon,/collection/binokli-canon,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21695131
false,18065583,26065675,2,Каталог > Бинокли по брендам > Бинокли Navigator,    └─ Бинокли Navigator,/collection/navigator,37,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18065583
false,18031766,26065675,2,Каталог > Бинокли по брендам > Бинокли Combat,    └─ Бинокли Combat,/collection/combat,10,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18031766
false,14313884,26065675,2,Каталог > Бинокли по брендам > Бинокли Vixen,    └─ Бинокли Vixen,/collection/binokl-vixen,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/14313884
false,14314095,26065675,2,Каталог > Бинокли по брендам > Бинокли Minox,    └─ Бинокли Minox,/collection/binokl-minox,24,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/14314095
false,18069247,26065675,2,Каталог > Бинокли по брендам > Бинокли La Geer,    └─ Бинокли La Geer,/collection/la-geer,8,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18069247
false,21704354,26065675,2,Каталог > Бинокли по брендам > Бинокли Kromatech,    └─ Бинокли Kromatech,/collection/binokli-kromatech,5,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21704354
false,14161423,26065675,2,Каталог > Бинокли по брендам > Бинокли Kenko,    └─ Бинокли Kenko,/collection/binokli-kenko,54,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/14161423
false,18069159,26065675,2,Каталог > Бинокли по брендам > Бинокли БелОМО,    └─ Бинокли БелОМО,/collection/belomo,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18069159
false,21696085,26065675,2,Каталог > Бинокли по брендам > Бинокли Зенит,    └─ Бинокли Зенит,/collection/binokli-zenit-zenit,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21696085
false,13533403,26065675,2,Каталог > Бинокли по брендам > Бинокли Olympus,    └─ Бинокли Olympus,/collection/binokli-olympus,30,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/13533403
false,14313056,26065675,2,Каталог > Бинокли по брендам > Бинокли Hawke,    └─ Бинокли Hawke,/collection/binokli-hawke,34,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/14313056
false,16013126,14313056,1,Каталог > Бинокли по брендам > Бинокли Hawke > Бинокли Hawke Endurance,  └─ Бинокли Hawke Endurance,/collection/binokli-hawke-endurance,14,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/16013126
false,21364095,14313056,1,Каталог > Бинокли по брендам > Бинокли Hawke > Бинокли Hawke Endurance ED,  └─ Бинокли Hawke Endurance ED,/collection/binokli-hawke-endurance-ed,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21364095
false,16013301,14313056,1,Каталог > Бинокли по брендам > Бинокли Hawke > Бинокли Hawke Nature Trek,  └─ Бинокли Hawke Nature Trek,/collection/binokli-hawke-nature-trek,7,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/16013301
false,16014127,14313056,1,Каталог > Бинокли по брендам > Бинокли Hawke > Бинокли Hawke Vantage,  └─ Бинокли Hawke Vantage,/collection/binokli-hawke-vantage,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/16014127
false,21694467,14313056,1,Каталог > Бинокли по брендам > Бинокли Hawke > Бинокли Hawke Frontier,  └─ Бинокли Hawke Frontier,/collection/binokli-hawke-frontier-hd,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21694467
false,9071577,26065675,2,Каталог > Бинокли по брендам > Бинокли Nikon,    └─ Бинокли Nikon,/collection/nikon,76,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071577
false,9071641,9071577,1,Каталог > Бинокли по брендам > Бинокли Nikon > Nikon Aculon,  └─ Nikon Aculon,/collection/aculon,27,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071641
false,9071640,9071577,1,Каталог > Бинокли по брендам > Бинокли Nikon > Nikon Action EX,  └─ Nikon Action EX,/collection/action,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071640
false,9071642,9071577,1,Каталог > Бинокли по брендам > Бинокли Nikon > Nikon SportStar,  └─ Nikon SportStar,/collection/sportstar,7,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071642
false,9071643,9071577,1,Каталог > Бинокли по брендам > Бинокли Nikon > Nikon Monarch,  └─ Nikon Monarch,/collection/monarch,19,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071643
false,9071649,9071577,1,Каталог > Бинокли по брендам > Бинокли Nikon > Nikon Prostaff,  └─ Nikon Prostaff,/collection/prostaff,12,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071649
false,21772895,9071577,1,Каталог > Бинокли по брендам > Бинокли Nikon > Nikon Marine,  └─ Nikon Marine,/collection/binokli-nikon-marine,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21772895
false,9071579,26065675,2,Каталог > Бинокли по брендам > Бинокли Bushnell,    └─ Бинокли Bushnell,/collection/bushnell,91,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071579
false,9071684,9071579,1,Каталог > Бинокли по брендам > Бинокли Bushnell > Bushnell Elite,  └─ Bushnell Elite,/collection/elite,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071684
false,9071685,9071579,1,Каталог > Бинокли по брендам > Бинокли Bushnell > Bushnell Excursion,  └─ Bushnell Excursion,/collection/excursion,2,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071685
false,9071686,9071579,1,Каталог > Бинокли по брендам > Бинокли Bushnell > Bushnell Fusion,  └─ Bushnell Fusion,/collection/dalnomer-bushnell-fusion-1600-arc,2,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071686
