☑️,ID,Parent ID,Уровень,Путь в иерархии,Название категории,URL,Товаров,В наличии,SEO статус,AI статус,Обновлено,Админка
false,28899796,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы широкоугольные,      └─ Оптические прицелы широкоугольные,/collection/opticheskie-pritsely-shirokougolnye,89,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28899796
false,28899935,26065424,3,Каталог > Прицелы > Оптические прицелы > Белорусские оптические прицелы,      └─ Белорусские оптические прицелы,/collection/belorusskie-opticheskie-pritsely,38,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28899935
false,29769740,26065424,3,Каталог > Прицелы > Оптические прицелы > Китайские оптические прицелы,      └─ Китайские оптические прицелы,/collection/kitayskie-opticheskie-pritsely,103,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29769740
false,29769765,26065424,3,Каталог > Прицелы > Оптические прицелы > Американские оптические прицелы,      └─ Американские оптические прицелы,/collection/amerikanskie-opticheskie-pritsely,31,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29769765
false,29769784,26065424,3,Каталог > Прицелы > Оптические прицелы > Японские оптические прицелы,      └─ Японские оптические прицелы,/collection/yaponskie-opticheskie-pritsely,38,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29769784
false,29770057,26065424,3,Каталог > Прицелы > Оптические прицелы > Российские оптические прицелы,      └─ Российские оптические прицелы,/collection/rossiyskie-opticheskie-pritsely,74,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29770057
false,29786160,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 2х кратные,      └─ Оптические прицелы 2х кратные,/collection/opticheskie-pritsely-2h-kratnye,19,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786160
false,29786170,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 4х кратные,      └─ Оптические прицелы 4х кратные,/collection/opticheskie-pritsely-4h-kratnye,57,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786170
false,29786444,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 6х кратные,      └─ Оптические прицелы 6х кратные,/collection/opticheskie-pritsely-6h-kratnye,50,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786444
false,29786469,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 8х кратные,      └─ Оптические прицелы 8х кратные,/collection/opticheskie-pritsely-8h-kratnye,29,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786469
false,29786482,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 12х кратные,      └─ Оптические прицелы 12х кратные,/collection/opticheskie-pritsely-12h-kratnye,11,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786482
false,29786495,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 16х кратные,      └─ Оптические прицелы 16х кратные,/collection/opticheskie-pritsely-16h-kratnye,27,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786495
false,29786509,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 20х кратные,      └─ Оптические прицелы 20х кратные,/collection/opticheskie-pritsely-20h-kratnye,13,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786509
false,29786564,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 24х кратные,      └─ Оптические прицелы 24х кратные,/collection/opticheskie-pritsely-24h-kratnye,27,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786564
false,29786568,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 30х кратные,      └─ Оптические прицелы 30х кратные,/collection/opticheskie-pritsely-30h-kratnye,10,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786568
false,29786636,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы 40х кратные,      └─ Оптические прицелы 40х кратные,/collection/opticheskie-pritsely-40h-kratnye,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786636
false,30829029,26065424,3,Каталог > Прицелы > Оптические прицелы > Оптические прицелы для спортивной стрельбы,      └─ Оптические прицелы для спортивной стрельбы,/collection/opticheskie-pritsely-dlya-sportivnoy-strelby,0,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30829029
false,25696352,25314271,2,Каталог > Прицелы > Коллиматорные прицелы,    └─ Коллиматорные прицелы,/collection/kollimatornye-pritsely,71,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25696352
false,25702654,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > На Weaver,      └─ На Weaver,/collection/kollimatornye-pritsely-na-planku-weaver,53,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25702654
false,25702865,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > На Ласточкин хвост,      └─ На Ласточкин хвост,/collection/kollimatornye-pritsely-s-krepleniem-lastochkin-hvost,36,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25702865
false,25696425,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Для карабина,      └─ Для карабина,/collection/kollimatornye-pritsely-dlya-karabina,45,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25696425
false,29770260,25696425,4,Каталог > Прицелы > Коллиматорные прицелы > Для карабина > Для карабина СКС,        └─ Для карабина СКС,/collection/kollimatornye-pritsely-dlya-karabina-sks,27,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29770260
false,29772316,25696425,4,Каталог > Прицелы > Коллиматорные прицелы > Для карабина > Для карабина Тигр,        └─ Для карабина Тигр,/collection/kollimatornye-pritsely-dlya-karabina-tigr,27,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29772316
false,29772422,25696425,4,Каталог > Прицелы > Коллиматорные прицелы > Для карабина > Для карабина Сайга,        └─ Для карабина Сайга,/collection/kollimatornye-pritsely-dlya-karabina-sayga,43,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29772422
false,29772467,25696425,4,Каталог > Прицелы > Коллиматорные прицелы > Для карабина > Для карабина Вепрь 308,        └─ Для карабина Вепрь 308,/collection/kollimatornye-pritsely-dlya-karabina-vepr-308,41,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29772467
false,25696653,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Для пневматики,      └─ Для пневматики,/collection/kollimatornye-pritsely-dlya-pnevmatiki,28,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25696653
false,29780884,25696653,4,Каталог > Прицелы > Коллиматорные прицелы > Для пневматики > На МР-512,        └─ На МР-512,/collection/kollimatornye-pritsely-na-mr-512,10,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29780884
false,29780972,25696653,4,Каталог > Прицелы > Коллиматорные прицелы > Для пневматики > На Хатсан,        └─ На Хатсан,/collection/kollimatornye-pritsely-na-hatsan,16,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29780972
false,29772588,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Для ружья 12 калибра,      └─ Для ружья 12 калибра,/collection/kollimatornye-pritsely-dlya-ruzhya-12-kalibra,38,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29772588
false,29781057,29772588,4,Каталог > Прицелы > Коллиматорные прицелы > Для ружья 12 калибра > На МР-155,        └─ На МР-155,/collection/kollimatornye-pritsely-na-mr-155,27,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29781057
false,29781114,29772588,4,Каталог > Прицелы > Коллиматорные прицелы > Для ружья 12 калибра > На ТОЗ-34,        └─ На ТОЗ-34,/collection/kollimatornye-pritsely-na-toz-34,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29781114
false,29781424,29772588,4,Каталог > Прицелы > Коллиматорные прицелы > Для ружья 12 калибра > На ИЖ-27,        └─ На ИЖ-27,/collection/kollimatornye-pritsely-na-izh-27,26,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29781424
false,29781776,29772588,4,Каталог > Прицелы > Коллиматорные прицелы > Для ружья 12 калибра > На ИЖ-43,        └─ На ИЖ-43,/collection/kollimatornye-pritsely-na-izh-43,38,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29781776
false,29782125,29772588,4,Каталог > Прицелы > Коллиматорные прицелы > Для ружья 12 калибра > На ИЖ-58,        └─ На ИЖ-58,/collection/kollimatornye-pritsely-na-izh-58,19,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29782125
false,29772675,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Открытые,      └─ Открытые,/collection/kollimatornye-pritsely-otkrytye,23,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29772675
false,29772747,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Закрытые,      └─ Закрытые,/collection/kollimatornye-pritsely-zakrytye,31,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29772747
false,29770165,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Китайские коллиматорные прицелы,      └─ Китайские коллиматорные прицелы,/collection/kitayskie-kollimatornye-pritsely,46,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29770165
false,29773031,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы быстросъемные,      └─ Коллиматорные прицелы быстросъемные,/collection/kollimatornye-pritsely-bystrosemnye,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29773031
false,29773102,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы зеркальные,      └─ Коллиматорные прицелы зеркальные,/collection/kollimatornye-pritsely-zerkalnye,20,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29773102
false,29773719,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы недорогие,      └─ Коллиматорные прицелы недорогие,/collection/kollimatornye-pritsely-nedorogie,34,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29773719
false,29783020,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы военные,      └─ Коллиматорные прицелы военные,/collection/kollimatornye-pritsely-voennye,28,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29783020
false,29783377,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Российские коллиматорные прицелы,      └─ Российские коллиматорные прицелы,/collection/rossiyskie-kollimatornye-pritsely,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29783377
false,29783437,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы для охоты,      └─ Коллиматорные прицелы для охоты,/collection/kollimatornye-pritsely-dlya-ohoty,39,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29783437
false,29783460,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы для страйкбола,      └─ Коллиматорные прицелы для страйкбола,/collection/kollimatornye-pritsely-dlya-straykbola,31,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29783460
false,29783559,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы с увеличением кратности,      └─ Коллиматорные прицелы с увеличением кратности,/collection/kollimatornye-pritsely-s-uvelicheniem-kratnosti,8,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29783559
false,29783587,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Увеличители для коллиматорных прицелов,      └─ Увеличители для коллиматорных прицелов,/collection/uvelichiteli-dlya-kollimatornyh-pritselov,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29783587
false,29786066,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы на вентилируемую планку,      └─ Коллиматорные прицелы на вентилируемую планку,/collection/kollimatornye-pritsely-na-ventiliruemuyu-planku,23,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786066
false,29786079,25696352,3,Каталог > Прицелы > Коллиматорные прицелы > Коллиматорные прицелы с боковым креплением,      └─ Коллиматорные прицелы с боковым креплением,/collection/kollimatornye-pritsely-s-bokovym-krepleniem,17,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29786079
false,28758986,25314271,2,Каталог > Прицелы > Тепловизионные,    └─ Тепловизионные,/collection/teplovizionnye,22,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28758986
false,25696961,25314271,2,Каталог > Прицелы > Прицелы для охоты,    └─ Прицелы для охоты,/collection/pritsely-dlya-ohoty,255,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25696961
false,25697645,25314271,2,Каталог > Прицелы > Снайперские прицелы,    └─ Снайперские прицелы,/collection/snayperskie-pritsely,175,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25697645
false,28877311,25314271,2,Каталог > Прицелы > Тактические прицелы,    └─ Тактические прицелы,/collection/takticheskie-pritsely,154,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28877311
false,28877336,25314271,2,Каталог > Прицелы > Страйкбольные прицелы,    └─ Страйкбольные прицелы,/collection/straykbolnye-pritsely,112,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28877336
false,28756767,25314271,2,Каталог > Прицелы > Прицелы на АК (Калашников),    └─ Прицелы на АК (Калашников),/collection/pritsely-na-ak-kalashnikov,188,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28756767
false,28757079,28756767,3,Каталог > Прицелы > Прицелы на АК (Калашников) > Оптические,      └─ Оптические,/collection/opticheskie-pritsely-na-ak-kalashnikov,118,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28757079
false,28757093,28756767,3,Каталог > Прицелы > Прицелы на АК (Калашников) > Коллиматорные,      └─ Коллиматорные,/collection/kollimatornye-pritsely-na-ak-kalashnikov,56,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28757093
false,28757149,28756767,3,Каталог > Прицелы > Прицелы на АК (Калашников) > Ночные,      └─ Ночные,/collection/nochnye-pritsely-na-ak-kalashnikov,49,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28757149
false,28759185,28756767,3,Каталог > Прицелы > Прицелы на АК (Калашников) > На АК-74 и модификаций,      └─ На АК-74 и модификаций,/collection/pritsely-na-ak-74,55,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28759185
false,28760127,28756767,3,Каталог > Прицелы > Прицелы на АК (Калашников) > На АК-12,      └─ На АК-12,/collection/pritsely-na-ak-12,97,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/28760127
false,25703330,25314271,2,Каталог > Прицелы > Прицелы Veber,    └─ Прицелы Veber,/collection/pritsely-veber,77,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25703330
false,29665630,25703330,3,Каталог > Прицелы > Прицелы Veber > Оптические,      └─ Оптические,/collection/opticheskie-pritsely-veber,31,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29665630
false,29661655,25703330,3,Каталог > Прицелы > Прицелы Veber > Коллиматорные,      └─ Коллиматорные,/collection/kollimatornye-pritsely-veber,17,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29661655
false,29662118,25703330,3,Каталог > Прицелы > Прицелы Veber > Загонные,      └─ Загонные,/collection/zagonnye-pritsely-veber,12,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29662118
false,29662897,25703330,3,Каталог > Прицелы > Прицелы Veber > Для пневматики,      └─ Для пневматики,/collection/pritsely-dlya-pnevmatiki-veber,14,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29662897
false,29670375,25703330,3,Каталог > Прицелы > Прицелы Veber > Цифровые,      └─ Цифровые,/collection/tsifrovye-pritsely-veber,17,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29670375
false,29663449,25703330,3,Каталог > Прицелы > Прицелы Veber > Прицелы Veber Wolf загонные,      └─ Прицелы Veber Wolf загонные,/collection/pritsely-veber-wolf-zagonnye,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29663449
false,29663648,25703330,3,Каталог > Прицелы > Прицелы Veber > Прицелы Veber Wolf Reflex,      └─ Прицелы Veber Wolf Reflex,/collection/pritsely-veber-wolf-reflex,7,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29663648
false,29663650,25703330,3,Каталог > Прицелы > Прицелы Veber > Прицелы Veber Black Russian,      └─ Прицелы Veber Black Russian,/collection/pritsely-veber-black-russian,15,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29663650
false,29663654,25703330,3,Каталог > Прицелы > Прицелы Veber > Прицелы Veber Храбрый заяц,      └─ Прицелы Veber Храбрый заяц,/collection/pritsely-veber-hrabryy-zayats,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29663654
false,29663659,25703330,3,Каталог > Прицелы > Прицелы Veber > Прицелы Veber Пневматика,      └─ Прицелы Veber Пневматика,/collection/pritsely-veber-pnevmatika,12,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29663659
false,29663667,25703330,3,Каталог > Прицелы > Прицелы Veber > Прицелы Veber ПО,      └─ Прицелы Veber ПО,/collection/pritsely-veber-po,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29663667
false,29663691,25703330,3,Каталог > Прицелы > Прицелы Veber > Прицелы Veber Night Eagle,      └─ Прицелы Veber Night Eagle,/collection/pritsely-veber-night-eagle,5,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29663691
false,29663714,25703330,3,Каталог > Прицелы > Прицелы Veber > Прицелы Veber DigitalHunt,      └─ Прицелы Veber DigitalHunt,/collection/pritsely-veber-digitalhunt,5,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29663714
false,29721276,25314271,2,Каталог > Прицелы > Прицелы Зенит-БелОМО,    └─ Прицелы Зенит-БелОМО,/collection/pritsely-zenit-belomo,58,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29721276
false,29721320,29721276,3,Каталог > Прицелы > Прицелы Зенит-БелОМО > Оптические,      └─ Оптические,/collection/opticheskie-pritsely-zenit-belomo,53,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29721320
false,29721401,29721276,3,Каталог > Прицелы > Прицелы Зенит-БелОМО > Коллиматорные,      └─ Коллиматорные,/collection/kollimatornye-pritsely-zenit-belomo,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29721401
false,25703143,29721276,3,Каталог > Прицелы > Прицелы Зенит-БелОМО > ПОСП,      └─ ПОСП,/collection/pritsely-belomo-posp,36,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25703143
false,25703444,25314271,2,Каталог > Прицелы > Прицелы Yukon,    └─ Прицелы Yukon,/collection/pritsely-yukon,16,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25703444
false,27628330,25314271,2,Каталог > Прицелы > Прицелы Vector Optics,    └─ Прицелы Vector Optics,/collection/pritsely-vector-optics,99,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/27628330
false,29740802,27628330,3,Каталог > Прицелы > Прицелы Vector Optics > Aston,      └─ Aston,/collection/pritsely-vector-optics-aston,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29740802
false,29741937,27628330,3,Каталог > Прицелы > Прицелы Vector Optics > Constantine,      └─ Constantine,/collection/pritsely-vector-optics-constantine,5,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29741937
false,29733918,27628330,3,Каталог > Прицелы > Прицелы Vector Optics > Continental,      └─ Continental,/collection/pritsely-vector-optics-continental,29,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29733918
false,29733955,27628330,3,Каталог > Прицелы > Прицелы Vector Optics > Forester,      └─ Forester,/collection/pritsely-vector-optics-forester,5,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/29733955
